ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2
0.7,7,0.3,0.1,602,0.816627876
0.7,7,0.3,0.5,603,0.81687457
0.7,7,0.3,1,604,0.817128296
0.7,7,0.3,4,605,0.817391405
0.7,7,0.3,6,606,0.305170661
0.7,7,0.3,8,607,0.747079681
0.7,7,0.3,10,608,0.819745211
0.7,7,0.5,0.1,609,0.799188027
0.7,7,0.5,0.5,610,0.799614782
0.7,7,0.5,1,611,0.800094874
0.7,7,0.5,4,612,0.800594027
0.7,7,0.5,6,613,0.153511527
0.7,7,0.5,8,614,0.484012055
0.7,7,0.5,10,615,0.699531403
0.7,7,0.7,0.1,616,0.811726545
0.7,7,0.7,0.5,617,0.794498736
0.7,7,0.7,1,618,0.78106695
0.7,7,0.7,4,619,0.781619651
0.7,7,0.7,6,620,0.054096167
0.7,7,0.7,8,621,0.175436237
0.7,7,0.7,10,622,0.292865318
0.7,7,0.9,0.1,623,0.698896546
0.7,7,0.9,0.5,624,0.784823826
0.7,7,0.9,1,625,0.809935471
0.7,7,0.9,4,626,0.813572126
0.7,7,0.9,6,627,0.320611177
0.7,7,0.9,8,628,0.340428165
0.7,7,0.9,10,629,0.34135214
0.9,0.07,0.1,0.1,630,0.342483511
0.9,0.07,0.1,0.5,631,0.343057748
0.9,0.07,0.1,1,632,0.34354706
0.9,0.07,0.1,4,633,0.344052065
0.9,0.07,0.1,6,634,0.107221764
0.9,0.07,0.1,8,635,0.121595999
0.9,0.07,0.1,10,636,0.122093657
0.9,0.07,0.3,0.1,637,0.122567704
0.9,0.07,0.3,0.5,638,0.122739361
0.9,0.07,0.3,1,639,0.122927049
0.9,0.07,0.3,4,640,0.123067662
0.9,0.07,0.3,6,641,0.057624085
0.9,0.07,0.3,8,642,0.073573951
0.9,0.07,0.3,10,643,0.073919554
