P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
8,0.7222,1,0.1,0.538428623
10,0.7222,1,0.1,0.538428623
0.1,0.7222,1,0.1889,0.290952996
0.4,0.7222,1,0.1889,0.290952996
0.7,0.7222,1,0.1889,0.290952996
1,0.7222,1,0.1889,0.290952996
1.5,0.7222,1,0.1889,0.290952996
2,0.7222,1,0.1889,0.290952996
4,0.7222,1,0.1889,0.290952996
6,0.7222,1,0.1889,0.290952996
8,0.7222,1,0.1889,0.290952996
10,0.7222,1,0.1889,0.290952996
0.1,0.7222,1,0.2778,0.198674967
0.4,0.7222,1,0.2778,0.198674967
0.7,0.7222,1,0.2778,0.198674967
1,0.7222,1,0.2778,0.198674967
1.5,0.7222,1,0.2778,0.198674967
2,0.7222,1,0.2778,0.198674967
4,0.7222,1,0.2778,0.198674967
6,0.7222,1,0.2778,0.198674967
8,0.7222,1,0.2778,0.198674967
10,0.7222,1,0.2778,0.198674967
0.1,0.7222,1,0.3667,0.150784327
0.4,0.7222,1,0.3667,0.150784327
0.7,0.7222,1,0.3667,0.150784327
1,0.7222,1,0.3667,0.150784327
1.5,0.7222,1,0.3667,0.150784327
2,0.7222,1,0.3667,0.150784327
4,0.7222,1,0.3667,0.150784327
6,0.7222,1,0.3667,0.150784327
8,0.7222,1,0.3667,0.150784327
10,0.7222,1,0.3667,0.150784327
0.1,0.7222,1,0.4556,0.121483792
0.4,0.7222,1,0.4556,0.121483792
0.7,0.7222,1,0.4556,0.121483792
1,0.7222,1,0.4556,0.121483792
1.5,0.7222,1,0.4556,0.121483792
2,0.7222,1,0.4556,0.121483792
4,0.7222,1,0.4556,0.121483792
6,0.7222,1,0.4556,0.121483792
8,0.7222,1,0.4556,0.121483792
10,0.7222,1,0.4556,0.121483792
0.1,0.7222,1,0.5444,0.101730484
0.4,0.7222,1,0.5444,0.101730484
0.7,0.7222,1,0.5444,0.101730484
1,0.7222,1,0.5444,0.101730484
1.5,0.7222,1,0.5444,0.101730484
2,0.7222,1,0.5444,0.101730484
4,0.7222,1,0.5444,0.101730484
6,0.7222,1,0.5444,0.101730484
8,0.7222,1,0.5444,0.101730484
10,0.7222,1,0.5444,0.101730484
0.1,0.7222,1,0.6333,0.087492443
0.4,0.7222,1,0.6333,0.087492443
0.7,0.7222,1,0.6333,0.087492443
1,0.7222,1,0.6333,0.087492443
1.5,0.7222,1,0.6333,0.087492443
2,0.7222,1,0.6333,0.087492443
4,0.7222,1,0.6333,0.087492443
6,0.7222,1,0.6333,0.087492443
8,0.7222,1,0.6333,0.087492443
10,0.7222,1,0.6333,0.087492443
0.1,0.7222,1,0.7222,0.076743553
0.4,0.7222,1,0.7222,0.076743553
0.7,0.7222,1,0.7222,0.076743553
1,0.7222,1,0.7222,0.076743553
1.5,0.7222,1,0.7222,0.076743553
2,0.7222,1,0.7222,0.076743553
4,0.7222,1,0.7222,0.076743553
6,0.7222,1,0.7222,0.076743553
8,0.7222,1,0.7222,0.076743553
10,0.7222,1,0.7222,0.076743553
0.1,0.7222,1,0.8111,0.068353095
0.4,0.7222,1,0.8111,0.068353095
0.7,0.7222,1,0.8111,0.068353095
1,0.7222,1,0.8111,0.068353095
1.5,0.7222,1,0.8111,0.068353095
2,0.7222,1,0.8111,0.068353095
4,0.7222,1,0.8111,0.068353095
6,0.7222,1,0.8111,0.068353095
8,0.7222,1,0.8111,0.068353095
10,0.7222,1,0.8111,0.068353095
0.1,0.7222,1,0.9,0.061612987
0.4,0.7222,1,0.9,0.061612987
0.7,0.7222,1,0.9,0.061612987
1,0.7222,1,0.9,0.061612987
1.5,0.7222,1,0.9,0.061612987
2,0.7222,1,0.9,0.061612987
4,0.7222,1,0.9,0.061612987
6,0.7222,1,0.9,0.061612987
8,0.7222,1,0.9,0.061612987
10,0.7222,1,0.9,0.061612987
0.1,0.7222,3,0.1,0.558623677
0.4,0.7222,3,0.1,0.558623677
0.7,0.7222,3,0.1,0.558623677
1,0.7222,3,0.1,0.558623677
1.5,0.7222,3,0.1,0.558623677
2,0.7222,3,0.1,0.558623677
4,0.7222,3,0.1,0.558623677
6,0.7222,3,0.1,0.558623677
8,0.7222,3,0.1,0.558623677
10,0.7222,3,0.1,0.558623677
0.1,0.7222,3,0.1889,0.304359088
0.4,0.7222,3,0.1889,0.304359088
0.7,0.7222,3,0.1889,0.304359088
1,0.7222,3,0.1889,0.304359088
1.5,0.7222,3,0.1889,0.304359088
2,0.7222,3,0.1889,0.304359088
4,0.7222,3,0.1889,0.304359088
6,0.7222,3,0.1889,0.304359088
8,0.7222,3,0.1889,0.304359088
10,0.7222,3,0.1889,0.304359088
0.1,0.7222,3,0.2778,0.208164435
0.4,0.7222,3,0.2778,0.208164435
0.7,0.7222,3,0.2778,0.208164435
1,0.7222,3,0.2778,0.208164435
1.5,0.7222,3,0.2778,0.208164435
2,0.7222,3,0.2778,0.208164435
4,0.7222,3,0.2778,0.208164435
6,0.7222,3,0.2778,0.208164435
8,0.7222,3,0.2778,0.208164435
10,0.7222,3,0.2778,0.208164435
0.1,0.7222,3,0.3667,0.158089261
0.4,0.7222,3,0.3667,0.158089261
0.7,0.7222,3,0.3667,0.158089261
1,0.7222,3,0.3667,0.158089261
1.5,0.7222,3,0.3667,0.158089261
2,0.7222,3,0.3667,0.158089261
4,0.7222,3,0.3667,0.158089261
6,0.7222,3,0.3667,0.158089261
8,0.7222,3,0.3667,0.158089261
10,0.7222,3,0.3667,0.158089261
0.1,0.7222,3,0.4556,0.127414841
0.4,0.7222,3,0.4556,0.127414841
0.7,0.7222,3,0.4556,0.127414841
1,0.7222,3,0.4556,0.127414841
1.5,0.7222,3,0.4556,0.127414841
2,0.7222,3,0.4556,0.127414841
4,0.7222,3,0.4556,0.127414841
6,0.7222,3,0.4556,0.127414841
8,0.7222,3,0.4556,0.127414841
10,0.7222,3,0.4556,0.127414841
0.1,0.7222,3,0.5444,0.106726119
0.4,0.7222,3,0.5444,0.106726119
0.7,0.7222,3,0.5444,0.106726119
1,0.7222,3,0.5444,0.106726119
1.5,0.7222,3,0.5444,0.106726119
2,0.7222,3,0.5444,0.106726119
4,0.7222,3,0.5444,0.106726119
6,0.7222,3,0.5444,0.106726119
8,0.7222,3,0.5444,0.106726119
10,0.7222,3,0.5444,0.106726119
0.1,0.7222,3,0.6333,0.091799689
0.4,0.7222,3,0.6333,0.091799689
0.7,0.7222,3,0.6333,0.091799689
1,0.7222,3,0.6333,0.091799689
1.5,0.7222,3,0.6333,0.091799689
2,0.7222,3,0.6333,0.091799689
4,0.7222,3,0.6333,0.091799689
6,0.7222,3,0.6333,0.091799689
8,0.7222,3,0.6333,0.091799689
10,0.7222,3,0.6333,0.091799689
0.1,0.7222,3,0.7222,0.080535157
0.4,0.7222,3,0.7222,0.080535157
0.7,0.7222,3,0.7222,0.080535157
1,0.7222,3,0.7222,0.080535157
1.5,0.7222,3,0.7222,0.080535157
2,0.7222,3,0.7222,0.080535157
4,0.7222,3,0.7222,0.080535157
6,0.7222,3,0.7222,0.080535157
8,0.7222,3,0.7222,0.080535157
10,0.7222,3,0.7222,0.080535157
0.1,0.7222,3,0.8111,0.071732318
0.4,0.7222,3,0.8111,0.071732318
0.7,0.7222,3,0.8111,0.071732318
1,0.7222,3,0.8111,0.071732318
1.5,0.7222,3,0.8111,0.071732318
2,0.7222,3,0.8111,0.071732318
4,0.7222,3,0.8111,0.071732318
6,0.7222,3,0.8111,0.071732318
8,0.7222,3,0.8111,0.071732318
10,0.7222,3,0.8111,0.071732318
0.1,0.7222,3,0.9,0.064665788
0.4,0.7222,3,0.9,0.064665788
0.7,0.7222,3,0.9,0.064665788
1,0.7222,3,0.9,0.064665788
1.5,0.7222,3,0.9,0.064665788
2,0.7222,3,0.9,0.064665788
4,0.7222,3,0.9,0.064665788
6,0.7222,3,0.9,0.064665788
8,0.7222,3,0.9,0.064665788
10,0.7222,3,0.9,0.064665788
0.1,0.7222,5,0.1,0.569390494
0.4,0.7222,5,0.1,0.569390494
0.7,0.7222,5,0.1,0.569390494
1,0.7222,5,0.1,0.569390494
1.5,0.7222,5,0.1,0.569390494
2,0.7222,5,0.1,0.569390494
4,0.7222,5,0.1,0.569390494
6,0.7222,5,0.1,0.569390494
8,0.7222,5,0.1,0.569390494
10,0.7222,5,0.1,0.569390494
0.1,0.7222,5,0.1889,0.311944077
0.4,0.7222,5,0.1889,0.311944077
0.7,0.7222,5,0.1889,0.311944077
1,0.7222,5,0.1889,0.311944077
1.5,0.7222,5,0.1889,0.311944077
2,0.7222,5,0.1889,0.311944077
4,0.7222,5,0.1889,0.311944077
6,0.7222,5,0.1889,0.311944077
8,0.7222,5,0.1889,0.311944077
10,0.7222,5,0.1889,0.311944077
0.1,0.7222,5,0.2778,0.213578251
0.4,0.7222,5,0.2778,0.213578251
0.7,0.7222,5,0.2778,0.213578251
1,0.7222,5,0.2778,0.213578251
1.5,0.7222,5,0.2778,0.213578251
2,0.7222,5,0.2778,0.213578251
4,0.7222,5,0.2778,0.213578251
6,0.7222,5,0.2778,0.213578251
8,0.7222,5,0.2778,0.213578251
10,0.7222,5,0.2778,0.213578251
0.1,0.7222,5,0.3667,0.162273555
0.4,0.7222,5,0.3667,0.162273555
0.7,0.7222,5,0.3667,0.162273555
1,0.7222,5,0.3667,0.162273555
1.5,0.7222,5,0.3667,0.162273555
2,0.7222,5,0.3667,0.162273555
4,0.7222,5,0.3667,0.162273555
6,0.7222,5,0.3667,0.162273555
8,0.7222,5,0.3667,0.162273555
10,0.7222,5,0.3667,0.162273555
0.1,0.7222,5,0.4556,0.130817864
0.4,0.7222,5,0.4556,0.130817864
0.7,0.7222,5,0.4556,0.130817864
1,0.7222,5,0.4556,0.130817864
1.5,0.7222,5,0.4556,0.130817864
2,0.7222,5,0.4556,0.130817864
4,0.7222,5,0.4556,0.130817864
6,0.7222,5,0.4556,0.130817864
8,0.7222,5,0.4556,0.130817864
10,0.7222,5,0.4556,0.130817864
0.1,0.7222,5,0.5444,0.109591759
0.4,0.7222,5,0.5444,0.109591759
0.7,0.7222,5,0.5444,0.109591759
1,0.7222,5,0.5444,0.109591759
1.5,0.7222,5,0.5444,0.109591759
2,0.7222,5,0.5444,0.109591759
4,0.7222,5,0.5444,0.109591759
6,0.7222,5,0.5444,0.109591759
8,0.7222,5,0.5444,0.109591759
10,0.7222,5,0.5444,0.109591759
0.1,0.7222,5,0.6333,0.094275809
0.4,0.7222,5,0.6333,0.094275809
0.7,0.7222,5,0.6333,0.094275809
1,0.7222,5,0.6333,0.094275809
1.5,0.7222,5,0.6333,0.094275809
2,0.7222,5,0.6333,0.094275809
4,0.7222,5,0.6333,0.094275809
6,0.7222,5,0.6333,0.094275809
8,0.7222,5,0.6333,0.094275809
10,0.7222,5,0.6333,0.094275809
0.1,0.7222,5,0.7222,0.082711628
0.4,0.7222,5,0.7222,0.082711628
0.7,0.7222,5,0.7222,0.082711628
1,0.7222,5,0.7222,0.082711628
1.5,0.7222,5,0.7222,0.082711628
2,0.7222,5,0.7222,0.082711628
4,0.7222,5,0.7222,0.082711628
6,0.7222,5,0.7222,0.082711628
8,0.7222,5,0.7222,0.082711628
10,0.7222,5,0.7222,0.082711628
0.1,0.7222,5,0.8111,0.073678173
0.4,0.7222,5,0.8111,0.073678173
0.7,0.7222,5,0.8111,0.073678173
1,0.7222,5,0.8111,0.073678173
1.5,0.7222,5,0.8111,0.073678173
2,0.7222,5,0.8111,0.073678173
4,0.7222,5,0.8111,0.073678173
6,0.7222,5,0.8111,0.073678173
8,0.7222,5,0.8111,0.073678173
10,0.7222,5,0.8111,0.073678173
0.1,0.7222,5,0.9,0.066420162
0.4,0.7222,5,0.9,0.066420162
0.7,0.7222,5,0.9,0.066420162
1,0.7222,5,0.9,0.066420162
1.5,0.7222,5,0.9,0.066420162
2,0.7222,5,0.9,0.066420162
4,0.7222,5,0.9,0.066420162
6,0.7222,5,0.9,0.066420162
8,0.7222,5,0.9,0.066420162
10,0.7222,5,0.9,0.066420162
0.1,0.7222,7,0.1,0.577194486
0.4,0.7222,7,0.1,0.577194486
0.7,0.7222,7,0.1,0.577194486
1,0.7222,7,0.1,0.577194486
1.5,0.7222,7,0.1,0.577194486
2,0.7222,7,0.1,0.577194486
4,0.7222,7,0.1,0.577194486
6,0.7222,7,0.1,0.577194486
8,0.7222,7,0.1,0.577194486
10,0.7222,7,0.1,0.577194486
0.1,0.7222,7,0.1889,0.317614085
0.4,0.7222,7,0.1889,0.317614085
0.7,0.7222,7,0.1889,0.317614085
1,0.7222,7,0.1889,0.317614085
1.5,0.7222,7,0.1889,0.317614085
2,0.7222,7,0.1889,0.317614085
4,0.7222,7,0.1889,0.317614085
6,0.7222,7,0.1889,0.317614085
8,0.7222,7,0.1889,0.317614085
10,0.7222,7,0.1889,0.317614085
0.1,0.7222,7,0.2778,0.21764004
0.4,0.7222,7,0.2778,0.21764004
0.7,0.7222,7,0.2778,0.21764004
1,0.7222,7,0.2778,0.21764004
1.5,0.7222,7,0.2778,0.21764004
2,0.7222,7,0.2778,0.21764004
4,0.7222,7,0.2778,0.21764004
6,0.7222,7,0.2778,0.21764004
8,0.7222,7,0.2778,0.21764004
10,0.7222,7,0.2778,0.21764004
0.1,0.7222,7,0.3667,0.165416062
0.4,0.7222,7,0.3667,0.165416062
0.7,0.7222,7,0.3667,0.165416062
1,0.7222,7,0.3667,0.165416062
1.5,0.7222,7,0.3667,0.165416062
2,0.7222,7,0.3667,0.165416062
4,0.7222,7,0.3667,0.165416062
6,0.7222,7,0.3667,0.165416062
8,0.7222,7,0.3667,0.165416062
10,0.7222,7,0.3667,0.165416062
0.1,0.7222,7,0.4556,0.133377805
0.4,0.7222,7,0.4556,0.133377805
0.7,0.7222,7,0.4556,0.133377805
1,0.7222,7,0.4556,0.133377805
1.5,0.7222,7,0.4556,0.133377805
2,0.7222,7,0.4556,0.133377805
4,0.7222,7,0.4556,0.133377805
6,0.7222,7,0.4556,0.133377805
8,0.7222,7,0.4556,0.133377805
10,0.7222,7,0.4556,0.133377805
0.1,0.7222,7,0.5444,0.111746977
0.4,0.7222,7,0.5444,0.111746977
0.7,0.7222,7,0.5444,0.111746977
1,0.7222,7,0.5444,0.111746977
1.5,0.7222,7,0.5444,0.111746977
2,0.7222,7,0.5444,0.111746977
4,0.7222,7,0.5444,0.111746977
6,0.7222,7,0.5444,0.111746977
8,0.7222,7,0.5444,0.111746977
10,0.7222,7,0.5444,0.111746977
0.1,0.7222,7,0.6333,0.096137347
0.4,0.7222,7,0.6333,0.096137347
0.7,0.7222,7,0.6333,0.096137347
1,0.7222,7,0.6333,0.096137347
1.5,0.7222,7,0.6333,0.096137347
2,0.7222,7,0.6333,0.096137347
4,0.7222,7,0.6333,0.096137347
6,0.7222,7,0.6333,0.096137347
8,0.7222,7,0.6333,0.096137347
10,0.7222,7,0.6333,0.096137347
0.1,0.7222,7,0.7222,0.084353305
0.4,0.7222,7,0.7222,0.084353305
0.7,0.7222,7,0.7222,0.084353305
1,0.7222,7,0.7222,0.084353305
1.5,0.7222,7,0.7222,0.084353305
2,0.7222,7,0.7222,0.084353305
4,0.7222,7,0.7222,0.084353305
6,0.7222,7,0.7222,0.084353305
8,0.7222,7,0.7222,0.084353305
10,0.7222,7,0.7222,0.084353305
0.1,0.7222,7,0.8111,0.075138911
0.4,0.7222,7,0.8111,0.075138911
0.7,0.7222,7,0.8111,0.075138911
1,0.7222,7,0.8111,0.075138911
1.5,0.7222,7,0.8111,0.075138911
2,0.7222,7,0.8111,0.075138911
4,0.7222,7,0.8111,0.075138911
6,0.7222,7,0.8111,0.075138911
8,0.7222,7,0.8111,0.075138911
10,0.7222,7,0.8111,0.075138911
0.1,0.7222,7,0.9,0.067743491
0.4,0.7222,7,0.9,0.067743491
0.7,0.7222,7,0.9,0.067743491
1,0.7222,7,0.9,0.067743491
1.5,0.7222,7,0.9,0.067743491
2,0.7222,7,0.9,0.067743491
4,0.7222,7,0.9,0.067743491
6,0.7222,7,0.9,0.067743491
8,0.7222,7,0.9,0.067743491
10,0.7222,7,0.9,0.067743491
0.1,0.8111,0.07,0.1,0.398412129
0.4,0.8111,0.07,0.1,0.398412129
0.7,0.8111,0.07,0.1,0.398412129
1,0.8111,0.07,0.1,0.398412129
1.5,0.8111,0.07,0.1,0.398412129
2,0.8111,0.07,0.1,0.398412129
4,0.8111,0.07,0.1,0.398412129
6,0.8111,0.07,0.1,0.398412129
8,0.8111,0.07,0.1,0.398412129
10,0.8111,0.07,0.1,0.398412129
0.1,0.8111,0.07,0.1889,0.216220293
0.4,0.8111,0.07,0.1889,0.216220293
0.7,0.8111,0.07,0.1889,0.216220293
1,0.8111,0.07,0.1889,0.216220293
1.5,0.8111,0.07,0.1889,0.216220293
2,0.8111,0.07,0.1889,0.216220293
4,0.8111,0.07,0.1889,0.216220293
6,0.8111,0.07,0.1889,0.216220293
8,0.8111,0.07,0.1889,0.216220293
10,0.8111,0.07,0.1889,0.216220293
0.1,0.8111,0.07,0.2778,0.147890203
0.4,0.8111,0.07,0.2778,0.147890203
0.7,0.8111,0.07,0.2778,0.147890203
1,0.8111,0.07,0.2778,0.147890203
1.5,0.8111,0.07,0.2778,0.147890203
2,0.8111,0.07,0.2778,0.147890203
4,0.8111,0.07,0.2778,0.147890203
6,0.8111,0.07,0.2778,0.147890203
8,0.8111,0.07,0.2778,0.147890203
10,0.8111,0.07,0.2778,0.147890203
0.1,0.8111,0.07,0.3667,0.112355007
0.4,0.8111,0.07,0.3667,0.112355007
0.7,0.8111,0.07,0.3667,0.112355007
1,0.8111,0.07,0.3667,0.112355007
1.5,0.8111,0.07,0.3667,0.112355007
2,0.8111,0.07,0.3667,0.112355007
4,0.8111,0.07,0.3667,0.112355007
6,0.8111,0.07,0.3667,0.112355007
8,0.8111,0.07,0.3667,0.112355007
10,0.8111,0.07,0.3667,0.112355007
0.1,0.8111,0.07,0.4556,0.090583859
0.4,0.8111,0.07,0.4556,0.090583859
0.7,0.8111,0.07,0.4556,0.090583859
1,0.8111,0.07,0.4556,0.090583859
1.5,0.8111,0.07,0.4556,0.090583859
2,0.8111,0.07,0.4556,0.090583859
4,0.8111,0.07,0.4556,0.090583859
6,0.8111,0.07,0.4556,0.090583859
8,0.8111,0.07,0.4556,0.090583859
10,0.8111,0.07,0.4556,0.090583859
0.1,0.8111,0.07,0.5444,0.075891048
0.4,0.8111,0.07,0.5444,0.075891048
0.7,0.8111,0.07,0.5444,0.075891048
1,0.8111,0.07,0.5444,0.075891048
1.5,0.8111,0.07,0.5444,0.075891048
2,0.8111,0.07,0.5444,0.075891048
4,0.8111,0.07,0.5444,0.075891048
6,0.8111,0.07,0.5444,0.075891048
8,0.8111,0.07,0.5444,0.075891048
10,0.8111,0.07,0.5444,0.075891048
0.1,0.8111,0.07,0.6333,0.065280383
0.4,0.8111,0.07,0.6333,0.065280383
0.7,0.8111,0.07,0.6333,0.065280383
1,0.8111,0.07,0.6333,0.065280383
1.5,0.8111,0.07,0.6333,0.065280383
2,0.8111,0.07,0.6333,0.065280383
4,0.8111,0.07,0.6333,0.065280383
6,0.8111,0.07,0.6333,0.065280383
8,0.8111,0.07,0.6333,0.065280383
10,0.8111,0.07,0.6333,0.065280383
0.1,0.8111,0.07,0.7222,0.057281114
0.4,0.8111,0.07,0.7222,0.057281114
0.7,0.8111,0.07,0.7222,0.057281114
1,0.8111,0.07,0.7222,0.057281114
1.5,0.8111,0.07,0.7222,0.057281114
2,0.8111,0.07,0.7222,0.057281114
4,0.8111,0.07,0.7222,0.057281114
6,0.8111,0.07,0.7222,0.057281114
8,0.8111,0.07,0.7222,0.057281114
10,0.8111,0.07,0.7222,0.057281114
0.1,0.8111,0.07,0.8111,0.051022971
0.4,0.8111,0.07,0.8111,0.051022971
0.7,0.8111,0.07,0.8111,0.051022971
1,0.8111,0.07,0.8111,0.051022971
1.5,0.8111,0.07,0.8111,0.051022971
2,0.8111,0.07,0.8111,0.051022971
4,0.8111,0.07,0.8111,0.051022971
6,0.8111,0.07,0.8111,0.051022971
8,0.8111,0.07,0.8111,0.051022971
10,0.8111,0.07,0.8111,0.051022971
0.1,0.8111,0.07,0.9,0.045997025
0.4,0.8111,0.07,0.9,0.045997025
0.7,0.8111,0.07,0.9,0.045997025
1,0.8111,0.07,0.9,0.045997025
1.5,0.8111,0.07,0.9,0.045997025
2,0.8111,0.07,0.9,0.045997025
4,0.8111,0.07,0.9,0.045997025
6,0.8111,0.07,0.9,0.045997025
8,0.8111,0.07,0.9,0.045997025
10,0.8111,0.07,0.9,0.045997025
0.1,0.8111,0.1,0.1,0.445529192
0.4,0.8111,0.1,0.1,0.445529192
0.7,0.8111,0.1,0.1,0.445529192
1,0.8111,0.1,0.1,0.445529192
1.5,0.8111,0.1,0.1,0.445529192
2,0.8111,0.1,0.1,0.445529192
4,0.8111,0.1,0.1,0.445529192
6,0.8111,0.1,0.1,0.445529192
8,0.8111,0.1,0.1,0.445529192
10,0.8111,0.1,0.1,0.445529192
0.1,0.8111,0.1,0.1889,0.241462148
0.4,0.8111,0.1,0.1889,0.241462148
0.7,0.8111,0.1,0.1889,0.241462148
1,0.8111,0.1,0.1889,0.241462148
1.5,0.8111,0.1,0.1889,0.241462148
2,0.8111,0.1,0.1889,0.241462148
4,0.8111,0.1,0.1889,0.241462148
6,0.8111,0.1,0.1889,0.241462148
8,0.8111,0.1,0.1889,0.241462148
10,0.8111,0.1,0.1889,0.241462148
0.1,0.8111,0.1,0.2778,0.165059497
0.4,0.8111,0.1,0.2778,0.165059497
0.7,0.8111,0.1,0.2778,0.165059497
1,0.8111,0.1,0.2778,0.165059497
1.5,0.8111,0.1,0.2778,0.165059497
2,0.8111,0.1,0.2778,0.165059497
4,0.8111,0.1,0.2778,0.165059497
6,0.8111,0.1,0.2778,0.165059497
8,0.8111,0.1,0.2778,0.165059497
10,0.8111,0.1,0.2778,0.165059497
0.1,0.8111,0.1,0.3667,0.125342967
0.4,0.8111,0.1,0.3667,0.125342967
0.7,0.8111,0.1,0.3667,0.125342967
1,0.8111,0.1,0.3667,0.125342967
1.5,0.8111,0.1,0.3667,0.125342967
2,0.8111,0.1,0.3667,0.125342967
4,0.8111,0.1,0.3667,0.125342967
6,0.8111,0.1,0.3667,0.125342967
8,0.8111,0.1,0.3667,0.125342967
10,0.8111,0.1,0.3667,0.125342967
0.1,0.8111,0.1,0.4556,0.101024509
0.4,0.8111,0.1,0.4556,0.101024509
0.7,0.8111,0.1,0.4556,0.101024509
1,0.8111,0.1,0.4556,0.101024509
1.5,0.8111,0.1,0.4556,0.101024509
2,0.8111,0.1,0.4556,0.101024509
4,0.8111,0.1,0.4556,0.101024509
6,0.8111,0.1,0.4556,0.101024509
8,0.8111,0.1,0.4556,0.101024509
10,0.8111,0.1,0.4556,0.101024509
0.1,0.8111,0.1,0.5444,0.084625443
0.4,0.8111,0.1,0.5444,0.084625443
0.7,0.8111,0.1,0.5444,0.084625443
1,0.8111,0.1,0.5444,0.084625443
1.5,0.8111,0.1,0.5444,0.084625443
2,0.8111,0.1,0.5444,0.084625443
4,0.8111,0.1,0.5444,0.084625443
6,0.8111,0.1,0.5444,0.084625443
8,0.8111,0.1,0.5444,0.084625443
10,0.8111,0.1,0.5444,0.084625443
0.1,0.8111,0.1,0.6333,0.07278417
0.4,0.8111,0.1,0.6333,0.07278417
0.7,0.8111,0.1,0.6333,0.07278417
1,0.8111,0.1,0.6333,0.07278417
1.5,0.8111,0.1,0.6333,0.07278417
2,0.8111,0.1,0.6333,0.07278417
4,0.8111,0.1,0.6333,0.07278417
6,0.8111,0.1,0.6333,0.07278417
8,0.8111,0.1,0.6333,0.07278417
10,0.8111,0.1,0.6333,0.07278417
0.1,0.8111,0.1,0.7222,0.063854793
0.4,0.8111,0.1,0.7222,0.063854793
0.7,0.8111,0.1,0.7222,0.063854793
1,0.8111,0.1,0.7222,0.063854793
1.5,0.8111,0.1,0.7222,0.063854793
2,0.8111,0.1,0.7222,0.063854793
4,0.8111,0.1,0.7222,0.063854793
6,0.8111,0.1,0.7222,0.063854793
8,0.8111,0.1,0.7222,0.063854793
10,0.8111,0.1,0.7222,0.063854793
0.1,0.8111,0.1,0.8111,0.056874493
0.4,0.8111,0.1,0.8111,0.056874493
0.7,0.8111,0.1,0.8111,0.056874493
1,0.8111,0.1,0.8111,0.056874493
1.5,0.8111,0.1,0.8111,0.056874493
2,0.8111,0.1,0.8111,0.056874493
4,0.8111,0.1,0.8111,0.056874493
6,0.8111,0.1,0.8111,0.056874493
8,0.8111,0.1,0.8111,0.056874493
10,0.8111,0.1,0.8111,0.056874493
0.1,0.8111,0.1,0.9,0.051279279
0.4,0.8111,0.1,0.9,0.051279279
0.7,0.8111,0.1,0.9,0.051279279
1,0.8111,0.1,0.9,0.051279279
1.5,0.8111,0.1,0.9,0.051279279
2,0.8111,0.1,0.9,0.051279279
4,0.8111,0.1,0.9,0.051279279
6,0.8111,0.1,0.9,0.051279279
8,0.8111,0.1,0.9,0.051279279
10,0.8111,0.1,0.9,0.051279279
0.1,0.8111,0.25,0.1,0.504553004
0.4,0.8111,0.25,0.1,0.504553004
0.7,0.8111,0.25,0.1,0.504553004
1,0.8111,0.25,0.1,0.504553004
1.5,0.8111,0.25,0.1,0.504553004
2,0.8111,0.25,0.1,0.504553004
4,0.8111,0.25,0.1,0.504553004
6,0.8111,0.25,0.1,0.504553004
8,0.8111,0.25,0.1,0.504553004
10,0.8111,0.25,0.1,0.504553004
0.1,0.8111,0.25,0.1889,0.271731403
0.4,0.8111,0.25,0.1889,0.271731403
0.7,0.8111,0.25,0.1889,0.271731403
1,0.8111,0.25,0.1889,0.271731403
1.5,0.8111,0.25,0.1889,0.271731403
2,0.8111,0.25,0.1889,0.271731403
4,0.8111,0.25,0.1889,0.271731403
6,0.8111,0.25,0.1889,0.271731403
8,0.8111,0.25,0.1889,0.271731403
10,0.8111,0.25,0.1889,0.271731403
0.1,0.8111,0.25,0.2778,0.185441528
0.4,0.8111,0.25,0.2778,0.185441528
0.7,0.8111,0.25,0.2778,0.185441528
1,0.8111,0.25,0.2778,0.185441528
1.5,0.8111,0.25,0.2778,0.185441528
2,0.8111,0.25,0.2778,0.185441528
4,0.8111,0.25,0.2778,0.185441528
6,0.8111,0.25,0.2778,0.185441528
8,0.8111,0.25,0.2778,0.185441528
10,0.8111,0.25,0.2778,0.185441528
0.1,0.8111,0.25,0.3667,0.140704808
0.4,0.8111,0.25,0.3667,0.140704808
0.7,0.8111,0.25,0.3667,0.140704808
1,0.8111,0.25,0.3667,0.140704808
1.5,0.8111,0.25,0.3667,0.140704808
2,0.8111,0.25,0.3667,0.140704808
4,0.8111,0.25,0.3667,0.140704808
6,0.8111,0.25,0.3667,0.140704808
8,0.8111,0.25,0.3667,0.140704808
10,0.8111,0.25,0.3667,0.140704808
0.1,0.8111,0.25,0.4556,0.113345782
0.4,0.8111,0.25,0.4556,0.113345782
0.7,0.8111,0.25,0.4556,0.113345782
1,0.8111,0.25,0.4556,0.113345782
1.5,0.8111,0.25,0.4556,0.113345782
2,0.8111,0.25,0.4556,0.113345782
4,0.8111,0.25,0.4556,0.113345782
6,0.8111,0.25,0.4556,0.113345782
8,0.8111,0.25,0.4556,0.113345782
10,0.8111,0.25,0.4556,0.113345782
0.1,0.8111,0.25,0.5444,0.094909259
0.4,0.8111,0.25,0.5444,0.094909259
0.7,0.8111,0.25,0.5444,0.094909259
1,0.8111,0.25,0.5444,0.094909259
1.5,0.8111,0.25,0.5444,0.094909259
2,0.8111,0.25,0.5444,0.094909259
4,0.8111,0.25,0.5444,0.094909259
6,0.8111,0.25,0.5444,0.094909259
8,0.8111,0.25,0.5444,0.094909259
