P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
0.1,0.1,1,0.5444,0.111962475
0.4,0.1,1,0.5444,0.111962475
0.7,0.1,1,0.5444,0.111962475
1,0.1,1,0.5444,0.111962475
1.5,0.1,1,0.5444,0.111962475
2,0.1,1,0.5444,0.111962475
4,0.1,1,0.5444,0.111962475
6,0.1,1,0.5444,0.111962475
8,0.1,1,0.5444,0.111962475
10,0.1,1,0.5444,0.111962475
0.1,0.1,1,0.6333,0.096321198
0.4,0.1,1,0.6333,0.096321198
0.7,0.1,1,0.6333,0.096321198
1,0.1,1,0.6333,0.096321198
1.5,0.1,1,0.6333,0.096321198
2,0.1,1,0.6333,0.096321198
4,0.1,1,0.6333,0.096321198
6,0.1,1,0.6333,0.096321198
8,0.1,1,0.6333,0.096321198
10,0.1,1,0.6333,0.096321198
0.1,0.1,1,0.7222,0.084513053
0.4,0.1,1,0.7222,0.084513053
0.7,0.1,1,0.7222,0.084513053
1,0.1,1,0.7222,0.084513053
1.5,0.1,1,0.7222,0.084513053
2,0.1,1,0.7222,0.084513053
4,0.1,1,0.7222,0.084513053
6,0.1,1,0.7222,0.084513053
8,0.1,1,0.7222,0.084513053
10,0.1,1,0.7222,0.084513053
0.1,0.1,1,0.8111,0.075283348
0.4,0.1,1,0.8111,0.075283348
0.7,0.1,1,0.8111,0.075283348
1,0.1,1,0.8111,0.075283348
1.5,0.1,1,0.8111,0.075283348
2,0.1,1,0.8111,0.075283348
4,0.1,1,0.8111,0.075283348
6,0.1,1,0.8111,0.075283348
8,0.1,1,0.8111,0.075283348
10,0.1,1,0.8111,0.075283348
0.1,0.1,1,0.9,0.067870911
0.4,0.1,1,0.9,0.067870911
0.7,0.1,1,0.9,0.067870911
1,0.1,1,0.9,0.067870911
1.5,0.1,1,0.9,0.067870911
2,0.1,1,0.9,0.067870911
4,0.1,1,0.9,0.067870911
6,0.1,1,0.9,0.067870911
8,0.1,1,0.9,0.067870911
10,0.1,1,0.9,0.067870911
0.1,0.1,3,0.1,0.608334528
0.4,0.1,3,0.1,0.608334528
0.7,0.1,3,0.1,0.608334528
1,0.1,3,0.1,0.608334528
1.5,0.1,3,0.1,0.608334528
2,0.1,3,0.1,0.608334528
4,0.1,3,0.1,0.608334528
6,0.1,3,0.1,0.608334528
8,0.1,3,0.1,0.608334528
10,0.1,3,0.1,0.608334528
0.1,0.1,3,0.1889,0.341813033
0.4,0.1,3,0.1889,0.341813033
0.7,0.1,3,0.1889,0.341813033
1,0.1,3,0.1889,0.341813033
1.5,0.1,3,0.1889,0.341813033
2,0.1,3,0.1889,0.341813033
4,0.1,3,0.1889,0.341813033
6,0.1,3,0.1889,0.341813033
8,0.1,3,0.1889,0.341813033
10,0.1,3,0.1889,0.341813033
0.1,0.1,3,0.2778,0.235130354
0.4,0.1,3,0.2778,0.235130354
0.7,0.1,3,0.2778,0.235130354
1,0.1,3,0.2778,0.235130354
1.5,0.1,3,0.2778,0.235130354
2,0.1,3,0.2778,0.235130354
4,0.1,3,0.2778,0.235130354
6,0.1,3,0.2778,0.235130354
8,0.1,3,0.2778,0.235130354
10,0.1,3,0.2778,0.235130354
0.1,0.1,3,0.3667,0.178990207
0.4,0.1,3,0.3667,0.178990207
0.7,0.1,3,0.3667,0.178990207
1,0.1,3,0.3667,0.178990207
1.5,0.1,3,0.3667,0.178990207
2,0.1,3,0.3667,0.178990207
4,0.1,3,0.3667,0.178990207
6,0.1,3,0.3667,0.178990207
8,0.1,3,0.3667,0.178990207
10,0.1,3,0.3667,0.178990207
0.1,0.1,3,0.4556,0.144443929
0.4,0.1,3,0.4556,0.144443929
0.7,0.1,3,0.4556,0.144443929
1,0.1,3,0.4556,0.144443929
1.5,0.1,3,0.4556,0.144443929
2,0.1,3,0.4556,0.144443929
4,0.1,3,0.4556,0.144443929
6,0.1,3,0.4556,0.144443929
8,0.1,3,0.4556,0.144443929
10,0.1,3,0.4556,0.144443929
0.1,0.1,3,0.5444,0.12108633
0.4,0.1,3,0.5444,0.12108633
0.7,0.1,3,0.5444,0.12108633
1,0.1,3,0.5444,0.12108633
1.5,0.1,3,0.5444,0.12108633
2,0.1,3,0.5444,0.12108633
4,0.1,3,0.5444,0.12108633
6,0.1,3,0.5444,0.12108633
8,0.1,3,0.5444,0.12108633
10,0.1,3,0.5444,0.12108633
0.1,0.1,3,0.6333,0.104206288
0.4,0.1,3,0.6333,0.104206288
0.7,0.1,3,0.6333,0.104206288
1,0.1,3,0.6333,0.104206288
1.5,0.1,3,0.6333,0.104206288
2,0.1,3,0.6333,0.104206288
4,0.1,3,0.6333,0.104206288
6,0.1,3,0.6333,0.104206288
8,0.1,3,0.6333,0.104206288
10,0.1,3,0.6333,0.104206288
0.1,0.1,3,0.7222,0.091454851
0.4,0.1,3,0.7222,0.091454851
0.7,0.1,3,0.7222,0.091454851
1,0.1,3,0.7222,0.091454851
1.5,0.1,3,0.7222,0.091454851
2,0.1,3,0.7222,0.091454851
4,0.1,3,0.7222,0.091454851
6,0.1,3,0.7222,0.091454851
8,0.1,3,0.7222,0.091454851
10,0.1,3,0.7222,0.091454851
0.1,0.1,3,0.8111,0.081482714
0.4,0.1,3,0.8111,0.081482714
0.7,0.1,3,0.8111,0.081482714
1,0.1,3,0.8111,0.081482714
1.5,0.1,3,0.8111,0.081482714
2,0.1,3,0.8111,0.081482714
4,0.1,3,0.8111,0.081482714
6,0.1,3,0.8111,0.081482714
8,0.1,3,0.8111,0.081482714
10,0.1,3,0.8111,0.081482714
0.1,0.1,3,0.9,0.073471302
0.4,0.1,3,0.9,0.073471302
0.7,0.1,3,0.9,0.073471302
1,0.1,3,0.9,0.073471302
1.5,0.1,3,0.9,0.073471302
2,0.1,3,0.9,0.073471302
4,0.1,3,0.9,0.073471302
6,0.1,3,0.9,0.073471302
8,0.1,3,0.9,0.073471302
10,0.1,3,0.9,0.073471302
0.1,0.1,5,0.1,0.625095351
0.4,0.1,5,0.1,0.625095351
0.7,0.1,5,0.1,0.625095351
1,0.1,5,0.1,0.625095351
1.5,0.1,5,0.1,0.625095351
2,0.1,5,0.1,0.625095351
4,0.1,5,0.1,0.625095351
6,0.1,5,0.1,0.625095351
8,0.1,5,0.1,0.625095351
10,0.1,5,0.1,0.625095351
0.1,0.1,5,0.1889,0.356107419
0.4,0.1,5,0.1889,0.356107419
0.7,0.1,5,0.1889,0.356107419
1,0.1,5,0.1889,0.356107419
1.5,0.1,5,0.1889,0.356107419
2,0.1,5,0.1889,0.356107419
4,0.1,5,0.1889,0.356107419
6,0.1,5,0.1889,0.356107419
8,0.1,5,0.1889,0.356107419
10,0.1,5,0.1889,0.356107419
0.1,0.1,5,0.2778,0.245582729
0.4,0.1,5,0.2778,0.245582729
0.7,0.1,5,0.2778,0.245582729
1,0.1,5,0.2778,0.245582729
1.5,0.1,5,0.2778,0.245582729
2,0.1,5,0.2778,0.245582729
4,0.1,5,0.2778,0.245582729
6,0.1,5,0.2778,0.245582729
8,0.1,5,0.2778,0.245582729
10,0.1,5,0.2778,0.245582729
0.1,0.1,5,0.3667,0.187133309
0.4,0.1,5,0.3667,0.187133309
0.7,0.1,5,0.3667,0.187133309
1,0.1,5,0.3667,0.187133309
1.5,0.1,5,0.3667,0.187133309
2,0.1,5,0.3667,0.187133309
4,0.1,5,0.3667,0.187133309
6,0.1,5,0.3667,0.187133309
8,0.1,5,0.3667,0.187133309
10,0.1,5,0.3667,0.187133309
0.1,0.1,5,0.4556,0.15109791
0.4,0.1,5,0.4556,0.15109791
0.7,0.1,5,0.4556,0.15109791
1,0.1,5,0.4556,0.15109791
1.5,0.1,5,0.4556,0.15109791
2,0.1,5,0.4556,0.15109791
4,0.1,5,0.4556,0.15109791
6,0.1,5,0.4556,0.15109791
8,0.1,5,0.4556,0.15109791
10,0.1,5,0.4556,0.15109791
0.1,0.1,5,0.5444,0.126700704
0.4,0.1,5,0.5444,0.126700704
0.7,0.1,5,0.5444,0.126700704
1,0.1,5,0.5444,0.126700704
1.5,0.1,5,0.5444,0.126700704
2,0.1,5,0.5444,0.126700704
4,0.1,5,0.5444,0.126700704
6,0.1,5,0.5444,0.126700704
8,0.1,5,0.5444,0.126700704
10,0.1,5,0.5444,0.126700704
0.1,0.1,5,0.6333,0.109067274
0.4,0.1,5,0.6333,0.109067274
0.7,0.1,5,0.6333,0.109067274
1,0.1,5,0.6333,0.109067274
1.5,0.1,5,0.6333,0.109067274
2,0.1,5,0.6333,0.109067274
4,0.1,5,0.6333,0.109067274
6,0.1,5,0.6333,0.109067274
8,0.1,5,0.6333,0.109067274
10,0.1,5,0.6333,0.109067274
0.1,0.1,5,0.7222,0.095739795
0.4,0.1,5,0.7222,0.095739795
0.7,0.1,5,0.7222,0.095739795
1,0.1,5,0.7222,0.095739795
1.5,0.1,5,0.7222,0.095739795
2,0.1,5,0.7222,0.095739795
4,0.1,5,0.7222,0.095739795
6,0.1,5,0.7222,0.095739795
8,0.1,5,0.7222,0.095739795
10,0.1,5,0.7222,0.095739795
0.1,0.1,5,0.8111,0.085307964
0.4,0.1,5,0.8111,0.085307964
0.7,0.1,5,0.8111,0.085307964
1,0.1,5,0.8111,0.085307964
1.5,0.1,5,0.8111,0.085307964
2,0.1,5,0.8111,0.085307964
4,0.1,5,0.8111,0.085307964
6,0.1,5,0.8111,0.085307964
8,0.1,5,0.8111,0.085307964
10,0.1,5,0.8111,0.085307964
0.1,0.1,5,0.9,0.076928885
0.4,0.1,5,0.9,0.076928885
0.7,0.1,5,0.9,0.076928885
1,0.1,5,0.9,0.076928885
1.5,0.1,5,0.9,0.076928885
2,0.1,5,0.9,0.076928885
4,0.1,5,0.9,0.076928885
6,0.1,5,0.9,0.076928885
8,0.1,5,0.9,0.076928885
10,0.1,5,0.9,0.076928885
0.1,0.1,7,0.1,0.637020696
0.4,0.1,7,0.1,0.637020696
0.7,0.1,7,0.1,0.637020696
1,0.1,7,0.1,0.637020696
1.5,0.1,7,0.1,0.637020696
2,0.1,7,0.1,0.637020696
4,0.1,7,0.1,0.637020696
6,0.1,7,0.1,0.637020696
8,0.1,7,0.1,0.637020696
10,0.1,7,0.1,0.637020696
0.1,0.1,7,0.1889,0.366970251
0.4,0.1,7,0.1889,0.366970251
0.7,0.1,7,0.1889,0.366970251
1,0.1,7,0.1889,0.366970251
1.5,0.1,7,0.1889,0.366970251
2,0.1,7,0.1889,0.366970251
4,0.1,7,0.1889,0.366970251
6,0.1,7,0.1889,0.366970251
8,0.1,7,0.1889,0.366970251
10,0.1,7,0.1889,0.366970251
0.1,0.1,7,0.2778,0.253591324
0.4,0.1,7,0.2778,0.253591324
0.7,0.1,7,0.2778,0.253591324
1,0.1,7,0.2778,0.253591324
1.5,0.1,7,0.2778,0.253591324
2,0.1,7,0.2778,0.253591324
4,0.1,7,0.2778,0.253591324
6,0.1,7,0.2778,0.253591324
8,0.1,7,0.2778,0.253591324
10,0.1,7,0.2778,0.253591324
0.1,0.1,7,0.3667,0.193388522
0.4,0.1,7,0.3667,0.193388522
0.7,0.1,7,0.3667,0.193388522
1,0.1,7,0.3667,0.193388522
1.5,0.1,7,0.3667,0.193388522
2,0.1,7,0.3667,0.193388522
4,0.1,7,0.3667,0.193388522
6,0.1,7,0.3667,0.193388522
8,0.1,7,0.3667,0.193388522
10,0.1,7,0.3667,0.193388522
0.1,0.1,7,0.4556,0.156213921
0.4,0.1,7,0.4556,0.156213921
0.7,0.1,7,0.4556,0.156213921
1,0.1,7,0.4556,0.156213921
1.5,0.1,7,0.4556,0.156213921
2,0.1,7,0.4556,0.156213921
4,0.1,7,0.4556,0.156213921
6,0.1,7,0.4556,0.156213921
8,0.1,7,0.4556,0.156213921
10,0.1,7,0.4556,0.156213921
0.1,0.1,7,0.5444,0.131028523
0.4,0.1,7,0.5444,0.131028523
0.7,0.1,7,0.5444,0.131028523
1,0.1,7,0.5444,0.131028523
1.5,0.1,7,0.5444,0.131028523
2,0.1,7,0.5444,0.131028523
4,0.1,7,0.5444,0.131028523
6,0.1,7,0.5444,0.131028523
8,0.1,7,0.5444,0.131028523
10,0.1,7,0.5444,0.131028523
0.1,0.1,7,0.6333,0.112809359
0.4,0.1,7,0.6333,0.112809359
0.7,0.1,7,0.6333,0.112809359
1,0.1,7,0.6333,0.112809359
1.5,0.1,7,0.6333,0.112809359
2,0.1,7,0.6333,0.112809359
4,0.1,7,0.6333,0.112809359
6,0.1,7,0.6333,0.112809359
8,0.1,7,0.6333,0.112809359
10,0.1,7,0.6333,0.112809359
0.1,0.1,7,0.7222,0.099035889
0.4,0.1,7,0.7222,0.099035889
0.7,0.1,7,0.7222,0.099035889
1,0.1,7,0.7222,0.099035889
1.5,0.1,7,0.7222,0.099035889
2,0.1,7,0.7222,0.099035889
4,0.1,7,0.7222,0.099035889
6,0.1,7,0.7222,0.099035889
8,0.1,7,0.7222,0.099035889
10,0.1,7,0.7222,0.099035889
0.1,0.1,7,0.8111,0.088256
0.4,0.1,7,0.8111,0.088256
0.7,0.1,7,0.8111,0.088256
1,0.1,7,0.8111,0.088256
1.5,0.1,7,0.8111,0.088256
2,0.1,7,0.8111,0.088256
4,0.1,7,0.8111,0.088256
6,0.1,7,0.8111,0.088256
8,0.1,7,0.8111,0.088256
10,0.1,7,0.8111,0.088256
0.1,0.1,7,0.9,0.079592502
0.4,0.1,7,0.9,0.079592502
0.7,0.1,7,0.9,0.079592502
1,0.1,7,0.9,0.079592502
1.5,0.1,7,0.9,0.079592502
2,0.1,7,0.9,0.079592502
4,0.1,7,0.9,0.079592502
6,0.1,7,0.9,0.079592502
8,0.1,7,0.9,0.079592502
10,0.1,7,0.9,0.079592502
0.1,0.1889,0.07,0.1,0.510551773
0.4,0.1889,0.07,0.1,0.510551773
0.7,0.1889,0.07,0.1,0.510551773
1,0.1889,0.07,0.1,0.510551773
1.5,0.1889,0.07,0.1,0.510551773
2,0.1889,0.07,0.1,0.510551773
4,0.1889,0.07,0.1,0.510551773
6,0.1889,0.07,0.1,0.510551773
8,0.1889,0.07,0.1,0.510551773
10,0.1889,0.07,0.1,0.510551773
0.1,0.1889,0.07,0.1889,0.274877295
0.4,0.1889,0.07,0.1889,0.274877295
0.7,0.1889,0.07,0.1889,0.274877295
1,0.1889,0.07,0.1889,0.274877295
1.5,0.1889,0.07,0.1889,0.274877295
2,0.1889,0.07,0.1889,0.274877295
4,0.1889,0.07,0.1889,0.274877295
6,0.1889,0.07,0.1889,0.274877295
8,0.1889,0.07,0.1889,0.274877295
10,0.1889,0.07,0.1889,0.274877295
0.1,0.1889,0.07,0.2778,0.187570763
0.4,0.1889,0.07,0.2778,0.187570763
0.7,0.1889,0.07,0.2778,0.187570763
1,0.1889,0.07,0.2778,0.187570763
1.5,0.1889,0.07,0.2778,0.187570763
2,0.1889,0.07,0.2778,0.187570763
4,0.1889,0.07,0.2778,0.187570763
6,0.1889,0.07,0.2778,0.187570763
8,0.1889,0.07,0.2778,0.187570763
10,0.1889,0.07,0.2778,0.187570763
0.1,0.1889,0.07,0.3667,0.142310642
0.4,0.1889,0.07,0.3667,0.142310642
0.7,0.1889,0.07,0.3667,0.142310642
1,0.1889,0.07,0.3667,0.142310642
1.5,0.1889,0.07,0.3667,0.142310642
2,0.1889,0.07,0.3667,0.142310642
4,0.1889,0.07,0.3667,0.142310642
6,0.1889,0.07,0.3667,0.142310642
8,0.1889,0.07,0.3667,0.142310642
10,0.1889,0.07,0.3667,0.142310642
0.1,0.1889,0.07,0.4556,0.114645017
0.4,0.1889,0.07,0.4556,0.114645017
0.7,0.1889,0.07,0.4556,0.114645017
1,0.1889,0.07,0.4556,0.114645017
1.5,0.1889,0.07,0.4556,0.114645017
2,0.1889,0.07,0.4556,0.114645017
4,0.1889,0.07,0.4556,0.114645017
6,0.1889,0.07,0.4556,0.114645017
8,0.1889,0.07,0.4556,0.114645017
10,0.1889,0.07,0.4556,0.114645017
0.1,0.1889,0.07,0.5444,0.095992914
0.4,0.1889,0.07,0.5444,0.095992914
0.7,0.1889,0.07,0.5444,0.095992914
1,0.1889,0.07,0.5444,0.095992914
1.5,0.1889,0.07,0.5444,0.095992914
2,0.1889,0.07,0.5444,0.095992914
4,0.1889,0.07,0.5444,0.095992914
6,0.1889,0.07,0.5444,0.095992914
8,0.1889,0.07,0.5444,0.095992914
10,0.1889,0.07,0.5444,0.095992914
0.1,0.1889,0.07,0.6333,0.082549858
0.4,0.1889,0.07,0.6333,0.082549858
0.7,0.1889,0.07,0.6333,0.082549858
1,0.1889,0.07,0.6333,0.082549858
1.5,0.1889,0.07,0.6333,0.082549858
2,0.1889,0.07,0.6333,0.082549858
4,0.1889,0.07,0.6333,0.082549858
6,0.1889,0.07,0.6333,0.082549858
8,0.1889,0.07,0.6333,0.082549858
10,0.1889,0.07,0.6333,0.082549858
0.1,0.1889,0.07,0.7222,0.072406568
0.4,0.1889,0.07,0.7222,0.072406568
0.7,0.1889,0.07,0.7222,0.072406568
1,0.1889,0.07,0.7222,0.072406568
1.5,0.1889,0.07,0.7222,0.072406568
2,0.1889,0.07,0.7222,0.072406568
4,0.1889,0.07,0.7222,0.072406568
6,0.1889,0.07,0.7222,0.072406568
8,0.1889,0.07,0.7222,0.072406568
10,0.1889,0.07,0.7222,0.072406568
0.1,0.1889,0.07,0.8111,0.064491287
0.4,0.1889,0.07,0.8111,0.064491287
0.7,0.1889,0.07,0.8111,0.064491287
1,0.1889,0.07,0.8111,0.064491287
1.5,0.1889,0.07,0.8111,0.064491287
2,0.1889,0.07,0.8111,0.064491287
4,0.1889,0.07,0.8111,0.064491287
6,0.1889,0.07,0.8111,0.064491287
8,0.1889,0.07,0.8111,0.064491287
10,0.1889,0.07,0.8111,0.064491287
0.1,0.1889,0.07,0.9,0.058129511
0.4,0.1889,0.07,0.9,0.058129511
0.7,0.1889,0.07,0.9,0.058129511
1,0.1889,0.07,0.9,0.058129511
1.5,0.1889,0.07,0.9,0.058129511
2,0.1889,0.07,0.9,0.058129511
4,0.1889,0.07,0.9,0.058129511
6,0.1889,0.07,0.9,0.058129511
8,0.1889,0.07,0.9,0.058129511
10,0.1889,0.07,0.9,0.058129511
0.1,0.1889,0.1,0.1,0.51985573
0.4,0.1889,0.1,0.1,0.51985573
0.7,0.1889,0.1,0.1,0.51985573
1,0.1889,0.1,0.1,0.51985573
1.5,0.1889,0.1,0.1,0.51985573
2,0.1889,0.1,0.1,0.51985573
4,0.1889,0.1,0.1,0.51985573
6,0.1889,0.1,0.1,0.51985573
8,0.1889,0.1,0.1,0.51985573
10,0.1889,0.1,0.1,0.51985573
0.1,0.1889,0.1,0.1889,0.279921331
0.4,0.1889,0.1,0.1889,0.279921331
0.7,0.1889,0.1,0.1889,0.279921331
1,0.1889,0.1,0.1889,0.279921331
1.5,0.1889,0.1,0.1889,0.279921331
2,0.1889,0.1,0.1889,0.279921331
4,0.1889,0.1,0.1889,0.279921331
6,0.1889,0.1,0.1889,0.279921331
8,0.1889,0.1,0.1889,0.279921331
10,0.1889,0.1,0.1889,0.279921331
0.1,0.1889,0.1,0.2778,0.191014954
0.4,0.1889,0.1,0.2778,0.191014954
0.7,0.1889,0.1,0.2778,0.191014954
1,0.1889,0.1,0.2778,0.191014954
1.5,0.1889,0.1,0.2778,0.191014954
2,0.1889,0.1,0.2778,0.191014954
4,0.1889,0.1,0.2778,0.191014954
6,0.1889,0.1,0.2778,0.191014954
8,0.1889,0.1,0.2778,0.191014954
10,0.1889,0.1,0.2778,0.191014954
0.1,0.1889,0.1,0.3667,0.144927776
0.4,0.1889,0.1,0.3667,0.144927776
0.7,0.1889,0.1,0.3667,0.144927776
1,0.1889,0.1,0.3667,0.144927776
1.5,0.1889,0.1,0.3667,0.144927776
2,0.1889,0.1,0.3667,0.144927776
4,0.1889,0.1,0.3667,0.144927776
6,0.1889,0.1,0.3667,0.144927776
8,0.1889,0.1,0.3667,0.144927776
10,0.1889,0.1,0.3667,0.144927776
0.1,0.1889,0.1,0.4556,0.116744382
0.4,0.1889,0.1,0.4556,0.116744382
0.7,0.1889,0.1,0.4556,0.116744382
1,0.1889,0.1,0.4556,0.116744382
1.5,0.1889,0.1,0.4556,0.116744382
2,0.1889,0.1,0.4556,0.116744382
4,0.1889,0.1,0.4556,0.116744382
6,0.1889,0.1,0.4556,0.116744382
8,0.1889,0.1,0.4556,0.116744382
10,0.1889,0.1,0.4556,0.116744382
0.1,0.1889,0.1,0.5444,0.097755467
0.4,0.1889,0.1,0.5444,0.097755467
0.7,0.1889,0.1,0.5444,0.097755467
1,0.1889,0.1,0.5444,0.097755467
1.5,0.1889,0.1,0.5444,0.097755467
2,0.1889,0.1,0.5444,0.097755467
4,0.1889,0.1,0.5444,0.097755467
6,0.1889,0.1,0.5444,0.097755467
8,0.1889,0.1,0.5444,0.097755467
10,0.1889,0.1,0.5444,0.097755467
0.1,0.1889,0.1,0.6333,0.084062495
0.4,0.1889,0.1,0.6333,0.084062495
0.7,0.1889,0.1,0.6333,0.084062495
1,0.1889,0.1,0.6333,0.084062495
1.5,0.1889,0.1,0.6333,0.084062495
2,0.1889,0.1,0.6333,0.084062495
4,0.1889,0.1,0.6333,0.084062495
6,0.1889,0.1,0.6333,0.084062495
8,0.1889,0.1,0.6333,0.084062495
10,0.1889,0.1,0.6333,0.084062495
0.1,0.1889,0.1,0.7222,0.073738887
0.4,0.1889,0.1,0.7222,0.073738887
0.7,0.1889,0.1,0.7222,0.073738887
1,0.1889,0.1,0.7222,0.073738887
1.5,0.1889,0.1,0.7222,0.073738887
2,0.1889,0.1,0.7222,0.073738887
4,0.1889,0.1,0.7222,0.073738887
6,0.1889,0.1,0.7222,0.073738887
8,0.1889,0.1,0.7222,0.073738887
10,0.1889,0.1,0.7222,0.073738887
0.1,0.1889,0.1,0.8111,0.065666535
0.4,0.1889,0.1,0.8111,0.065666535
0.7,0.1889,0.1,0.8111,0.065666535
1,0.1889,0.1,0.8111,0.065666535
1.5,0.1889,0.1,0.8111,0.065666535
2,0.1889,0.1,0.8111,0.065666535
4,0.1889,0.1,0.8111,0.065666535
6,0.1889,0.1,0.8111,0.065666535
8,0.1889,0.1,0.8111,0.065666535
10,0.1889,0.1,0.8111,0.065666535
0.1,0.1889,0.1,0.9,0.059192549
0.4,0.1889,0.1,0.9,0.059192549
0.7,0.1889,0.1,0.9,0.059192549
1,0.1889,0.1,0.9,0.059192549
1.5,0.1889,0.1,0.9,0.059192549
2,0.1889,0.1,0.9,0.059192549
4,0.1889,0.1,0.9,0.059192549
6,0.1889,0.1,0.9,0.059192549
8,0.1889,0.1,0.9,0.059192549
10,0.1889,0.1,0.9,0.059192549
0.1,0.1889,0.25,0.1,0.537631221
0.4,0.1889,0.25,0.1,0.537631221
0.7,0.1889,0.25,0.1,0.537631221
1,0.1889,0.25,0.1,0.537631221
1.5,0.1889,0.25,0.1,0.537631221
2,0.1889,0.25,0.1,0.537631221
4,0.1889,0.25,0.1,0.537631221
6,0.1889,0.25,0.1,0.537631221
8,0.1889,0.25,0.1,0.537631221
10,0.1889,0.25,0.1,0.537631221
0.1,0.1889,0.25,0.1889,0.290447568
0.4,0.1889,0.25,0.1889,0.290447568
0.7,0.1889,0.25,0.1889,0.290447568
1,0.1889,0.25,0.1889,0.290447568
1.5,0.1889,0.25,0.1889,0.290447568
2,0.1889,0.25,0.1889,0.290447568
4,0.1889,0.25,0.1889,0.290447568
6,0.1889,0.25,0.1889,0.290447568
8,0.1889,0.25,0.1889,0.290447568
10,0.1889,0.25,0.1889,0.290447568
0.1,0.1889,0.25,0.2778,0.198321957
0.4,0.1889,0.25,0.2778,0.198321957
0.7,0.1889,0.25,0.2778,0.198321957
1,0.1889,0.25,0.2778,0.198321957
1.5,0.1889,0.25,0.2778,0.198321957
2,0.1889,0.25,0.2778,0.198321957
4,0.1889,0.25,0.2778,0.198321957
6,0.1889,0.25,0.2778,0.198321957
8,0.1889,0.25,0.2778,0.198321957
10,0.1889,0.25,0.2778,0.198321957
0.1,0.1889,0.25,0.3667,0.150510042
0.4,0.1889,0.25,0.3667,0.150510042
0.7,0.1889,0.25,0.3667,0.150510042
1,0.1889,0.25,0.3667,0.150510042
1.5,0.1889,0.25,0.3667,0.150510042
2,0.1889,0.25,0.3667,0.150510042
4,0.1889,0.25,0.3667,0.150510042
6,0.1889,0.25,0.3667,0.150510042
8,0.1889,0.25,0.3667,0.150510042
10,0.1889,0.25,0.3667,0.150510042
0.1,0.1889,0.25,0.4556,0.121265441
0.4,0.1889,0.25,0.4556,0.121265441
0.7,0.1889,0.25,0.4556,0.121265441
1,0.1889,0.25,0.4556,0.121265441
1.5,0.1889,0.25,0.4556,0.121265441
2,0.1889,0.25,0.4556,0.121265441
4,0.1889,0.25,0.4556,0.121265441
6,0.1889,0.25,0.4556,0.121265441
8,0.1889,0.25,0.4556,0.121265441
10,0.1889,0.25,0.4556,0.121265441
0.1,0.1889,0.25,0.5444,0.101550332
0.4,0.1889,0.25,0.5444,0.101550332
0.7,0.1889,0.25,0.5444,0.101550332
1,0.1889,0.25,0.5444,0.101550332
1.5,0.1889,0.25,0.5444,0.101550332
2,0.1889,0.25,0.5444,0.101550332
4,0.1889,0.25,0.5444,0.101550332
6,0.1889,0.25,0.5444,0.101550332
8,0.1889,0.25,0.5444,0.101550332
10,0.1889,0.25,0.5444,0.101550332
0.1,0.1889,0.25,0.6333,0.087332833
0.4,0.1889,0.25,0.6333,0.087332833
0.7,0.1889,0.25,0.6333,0.087332833
1,0.1889,0.25,0.6333,0.087332833
1.5,0.1889,0.25,0.6333,0.087332833
2,0.1889,0.25,0.6333,0.087332833
4,0.1889,0.25,0.6333,0.087332833
6,0.1889,0.25,0.6333,0.087332833
8,0.1889,0.25,0.6333,0.087332833
10,0.1889,0.25,0.6333,0.087332833
0.1,0.1889,0.25,0.7222,0.076608151
0.4,0.1889,0.25,0.7222,0.076608151
0.7,0.1889,0.25,0.7222,0.076608151
1,0.1889,0.25,0.7222,0.076608151
1.5,0.1889,0.25,0.7222,0.076608151
2,0.1889,0.25,0.7222,0.076608151
4,0.1889,0.25,0.7222,0.076608151
6,0.1889,0.25,0.7222,0.076608151
8,0.1889,0.25,0.7222,0.076608151
10,0.1889,0.25,0.7222,0.076608151
0.1,0.1889,0.25,0.8111,0.068225577
0.4,0.1889,0.25,0.8111,0.068225577
0.7,0.1889,0.25,0.8111,0.068225577
1,0.1889,0.25,0.8111,0.068225577
1.5,0.1889,0.25,0.8111,0.068225577
2,0.1889,0.25,0.8111,0.068225577
4,0.1889,0.25,0.8111,0.068225577
6,0.1889,0.25,0.8111,0.068225577
8,0.1889,0.25,0.8111,0.068225577
10,0.1889,0.25,0.8111,0.068225577
0.1,0.1889,0.25,0.9,0.061502195
0.4,0.1889,0.25,0.9,0.061502195
0.7,0.1889,0.25,0.9,0.061502195
1,0.1889,0.25,0.9,0.061502195
1.5,0.1889,0.25,0.9,0.061502195
2,0.1889,0.25,0.9,0.061502195
4,0.1889,0.25,0.9,0.061502195
6,0.1889,0.25,0.9,0.061502195
8,0.1889,0.25,0.9,0.061502195
10,0.1889,0.25,0.9,0.061502195
0.1,0.1889,0.4,0.1,0.545945363
0.4,0.1889,0.4,0.1,0.545945363
0.7,0.1889,0.4,0.1,0.545945363
1,0.1889,0.4,0.1,0.545945363
1.5,0.1889,0.4,0.1,0.545945363
2,0.1889,0.4,0.1,0.545945363
4,0.1889,0.4,0.1,0.545945363
6,0.1889,0.4,0.1,0.545945363
8,0.1889,0.4,0.1,0.545945363
10,0.1889,0.4,0.1,0.545945363
0.1,0.1889,0.4,0.1889,0.295798094
0.4,0.1889,0.4,0.1889,0.295798094
0.7,0.1889,0.4,0.1889,0.295798094
1,0.1889,0.4,0.1889,0.295798094
